date, pm25, pm10, o3, no2, so2, co
2015/11/26, 55, 43, 38, 11, 2, 5
2015/11/27, 72, 67, 38, 15, 3, 5
2015/11/28, 119, 77, 32, 21, 5, 6
2015/11/29, 149, 78, 69, 20, 5, 7
2015/11/30, 159, 67, 36, 18, 3, 6
2015/12/1, 130, 46, 35, 11, 2, 5
2015/12/2, 91, 31, 13, 10, 1, 6
2015/12/3, 62, 37, 6, 10, 1, 7
2015/12/4, 69, 34, 12, 10, , 6
2015/12/5, 65, 25, 13, 9, 1, 5
2015/12/6, 49, 38, 16, 12, 3, 5
2015/12/7, 72, 43, 5, 13, 3, 5
2015/12/8, 80, 26, 1, 12, 1, 6
2015/12/9, 56, 40, 8, 16, 2, 7
2015/12/10, 96, 40, 23, 15, 2, 6
2015/12/11, 84, 44, 33, 11, 1, 5
2015/12/12, 81, 46, 33, 9, , 5
2015/12/13, 95, 45, 15, 14, 1, 9
2015/12/14, 87, 41, 22, 13, 3, 8
2015/12/15, 75, 63, 34, 11, 5, 9
2015/12/16, 123, 50, 30, 10, 4, 4
2015/12/17, 77, 59, 32, 11, 6, 4
2015/12/18, 99, 66, 26, 15, 6, 5
2015/12/19, 124, 71, 10, 18, 5, 6
2015/12/20, 148, 62, 7, 15, 2, 6
2015/12/21, 124, 51, 11, 15, 2, 6
2015/12/22, 103, 59, 11, 16, 2, 7
2015/12/23, 122, 36, 9, 11, 4, 4
2015/12/24, 66, 38, 20, 11, 2, 8
2015/12/25, 67, 46, 7, 14, 4, 9
2015/12/26, 81, 48, 4, 14, 3, 9
2015/12/27, 94, 47, 17, 14, 3, 7
2015/12/28, 84, 60, 26, 16, 3, 7
2015/12/29, 115, 58, 11, 17, 2, 7
2015/12/30, 126, , , , , 
2016/1/3, 128, 25, 12, 18, 1, 4
2015/7/1, 37, 27, 28, 2, 1, 4
2015/7/2, 39, 28, 27, 3, 1, 4
2015/7/3, 32, 29, 25, 5, 4, 3
2015/7/4, 40, 30, 27, 8, 5, 4
2015/7/5, 53, 44, 69, 12, 3, 6
2015/7/6, 87, 48, 69, 10, 3, 5
2015/7/7, 80, 44, 63, 12, 4, 5
2015/7/8, 75, 36, 47, 9, 3, 5
2015/7/9, 62, 22, 20, 7, 2, 4
2015/7/10, 47, 45, 104, 11, 3, 5
2015/7/11, 85, 53, 90, 7, 4, 6
2015/7/12, 117, 32, 41, 6, 5, 4
2015/7/13, 69, 15, 27, 4, 2, 4
2015/7/14, 39, 18, 28, 4, 2, 5
2015/7/15, 50, 20, 29, 4, 1, 5
2015/7/16, 33, 21, 23, 7, 1, 4
2015/7/17, 33, 21, 25, 9, 2, 3
2015/7/18, 38, 40, 65, 8, 2, 4
2015/7/19, 75, 19, 13, 8, 2, 3
2015/7/20, 30, 11, 25, 4, 1, 4
2015/7/21, 6, 24, 17, 2, 1, 3
2015/7/22, 23, 24, 14, 2, 1, 3
2015/7/23, 15, 26, 15, 1, 1, 3
2015/7/24, 21, 25, 14, 2, 1, 3
2015/7/25, 23, 24, 14, 1, 1, 3
2015/7/26, 20, 27, 15, 2, 1, 3
2015/7/27, 23, 21, 13, 3, 3, 2
2015/7/28, 21, 23, 12, 4, 2, 2
2015/7/29, 24, 24, 12, 4, 3, 2
2015/7/30, 27, 16, 10, 5, 3, 2
2015/7/31, 20, 14, 10, 4, 2, 2
2015/8/1, 11, 16, 10, 6, 3, 2
2015/8/2, 11, 18, 13, 5, 3, 2
2015/8/3, 25, 22, 14, 6, 5, 
2015/8/4, 32, 20, 15, 4, 1, 2
2015/8/5, 35, 24, 26, 5, 2, 3
2015/8/6, 42, 51, 117, 10, 4, 4
2015/8/7, 90, 62, 83, 10, 4, 4
2015/8/8, 131, 61, 48, 8, 5, 5
2015/8/9, 121, 31, 26, 6, 1, 4
2015/8/10, 54, 21, 25, 4, 1, 3
2015/8/11, 19, 19, 15, 5, 2, 3
2015/8/12, 22, 16, 12, 3, 1, 3
2015/8/13, 6, 20, 15, 4, 1, 3
2015/8/14, 11, 23, 11, 7, 1, 4
2015/8/15, 8, 22, 12, 4, 1, 4
2015/8/16, 10, 24, 13, 2, 1, 3
2015/8/17, 17, 20, 11, 2, 1, 
2015/8/18, 13, 20, 12, 2, 1, 3
2015/8/19, 18, 26, 28, 6, 1, 4
2015/8/20, 37, 49, 87, 11, 3, 5
2015/8/21, 91, 46, 82, 11, 3, 6
2015/8/22, 101, 61, 98, 12, 5, 6
2015/8/23, 123, 67, 100, 13, 5, 6
2015/8/24, 138, 69, 96, 12, 4, 7
2015/8/25, 145, 50, 33, 13, 4, 4
2015/8/26, 106, 18, 24, 9, 3, 2
2015/8/27, 22, 23, 20, 7, 1, 2
2015/8/28, 31, 16, 14, 8, 1, 1
2015/8/29, 25, 10, 13, 8, 1, 1
2015/8/30, 12, 13, 7, 11, 1, 2
2015/8/31, 17, 15, 3, 13, 1, 1
2015/9/1, 15, 12, 8, 9, 1, 2
2015/9/2, 7, 16, 4, 9, 2, 2
2015/9/3, 29, 17, 9, 7, 2, 
2015/9/4, 24, 18, 12, 5, 1, 1
2015/9/5, 39, 20, 17, 3, 1, 2
2015/9/6, 41, 27, 25, 8, 1, 3
2015/9/7, 65, 28, 50, 7, 2, 3
2015/9/8, 66, 32, 37, 8, 2, 3
2015/9/9, 67, 36, 39, 7, 2, 
2015/9/10, 62, 39, 42, 7, 2, 2
2015/9/11, 65, 44, 49, 7, 3, 3
2015/9/12, 83, 55, 76, 8, 2, 3
2015/9/13, 111, 51, 48, 10, 2, 4
2015/9/14, 93, 49, 61, 8, 2, 3
2015/9/15, 86, 37, 26, 6, 2, 
2015/9/16, 66, 36, 32, 10, 2, 3
2015/9/17, 60, 44, 46, 8, 3, 3
2015/9/18, 83, 40, 36, 6, 1, 5
2015/9/19, 76, 35, 34, 4, 1, 3
2015/9/20, 77, 30, 30, 8, 1, 3
2015/9/21, 67, 24, 14, 12, 2, 4
2015/9/22, 66, 21, 15, 7, 3, 3
2015/9/23, 57, 21, 15, 5, 1, 3
2015/9/24, 41, 22, 15, 6, 1, 4
2015/9/25, 47, 33, 32, 11, 2, 5
2015/9/26, 67, 40, 58, 9, 2, 5
2015/9/27, 87, 50, 78, 11, 3, 5
2015/9/28, 106, 61, 106, 14, 5, 6
2015/9/29, 130, 57, 47, 10, 6, 6
2015/9/30, 131, 44, 35, 9, 2, 5
2015/4/1, 68, 33, 15, 10, 10, 5
2015/4/2, 64, 27, 16, 6, 5, 5
2015/4/3, 53, 30, 15, 8, 8, 5
2015/4/4, 65, 26, 22, 7, 5, 5
2015/4/5, 70, 31, 11, 13, 9, 6
2015/4/6, 69, 28, 33, 12, 4, 6
2015/4/7, 59, 37, 17, 15, 2, 10
2015/4/8, 79, 43, 10, 14, 10, 9
2015/4/9, 93, 25, 6, 18, 2, 10
2015/4/10, 59, 17, 6, 19, 2, 10
2015/4/11, 51, 44, 67, 18, 5, 11
2015/4/12, 107, 68, 95, 26, 8, 11
2015/4/13, 147, 59, 67, 18, 4, 8
2015/4/14, 85, 51, 83, 14, 5, 8
2015/4/15, 80, 39, 66, 10, 2, 7
2015/4/16, 66, 34, 34, 10, 4, 7
2015/4/17, 76, 31, 12, 7, 2, 
2015/4/18, 64, 30, 11, 6, 1, 
2015/4/19, 58, 33, 11, 8, 1, 10
2015/4/20, 62, 36, 41, 15, 4, 12
2015/4/21, 79, 34, 25, 12, 3, 11
2015/4/22, 82, 41, 31, 18, 4, 10
2015/4/23, 82, 56, 41, 16, 6, 10
2015/4/24, 120, 48, 35, 17, 6, 10
2015/4/25, 100, 48, 35, 11, 4, 9
2015/4/26, 90, 47, 32, 10, 8, 9
2015/4/27, 98, 35, 24, 6, 2, 
2015/4/28, 68, 30, 22, 6, 4, 9
2015/4/29, 62, 22, 19, 6, 4, 9
2015/4/30, 43, 17, 18, 4, 3, 8
2015/5/1, 43, 18, 16, 4, 1, 8
2015/5/2, 25, 17, 18, 3, 1, 8
2015/5/3, 20, 16, 20, 3, 1, 8
2015/5/4, 23, 14, 21, 4, 2, 8
2015/5/5, 29, 14, 18, 5, 4, 8
2015/5/6, 29, 14, 16, 6, 3, 8
2015/5/7, 30, 11, 14, 4, 1, 7
2015/5/8, 22, 12, 22, 5, 1, 4
2015/5/9, 28, 14, 29, 8, 3, 4
2015/5/10, 32, 20, 25, 7, 8, 4
2015/5/11, 53, 33, 81, 13, 4, 5
2015/5/12, 66, 31, 42, 10, 4, 4
2015/5/13, 54, 19, 22, 7, 5, 4
2015/5/14, 39, 18, 15, 5, 3, 3
2015/5/15, 35, 10, 18, 9, 1, 4
2015/5/16, 20, 8, 30, 8, 1, 4
2015/5/17, 9, 18, 22, 6, 1, 4
2015/5/18, 14, 20, 21, 3, 1, 4
2015/5/19, 19, 26, 22, 3, , 4
2015/5/20, 29, 22, 38, 7, 1, 5
2015/5/21, 26, 20, 34, 8, 1, 5
2015/5/22, 27, 21, 29, 10, 1, 5
2015/5/23, 20, 33, 20, 24, 1, 7
2015/5/24, 64, 26, 26, 11, 1, 6
2015/5/25, 54, 29, 21, 7, , 5
2015/5/26, 40, 30, 19, 3, , 4
2015/5/27, 35, 31, 22, 3, 1, 4
2015/5/28, 41, 34, 24, 3, 1, 4
2015/5/29, 41, 34, 23, 3, 1, 4
2015/5/30, 43, 28, 20, 4, 1, 4
2015/5/31, 33, 26, 19, 3, 1, 4
2015/6/1, 35, 21, 16, 3, 1, 
2015/6/2, 24, 18, 16, 3, 1, 
2015/6/3, 16, 18, 16, 3, 1, 3
2015/6/4, 14, 17, 15, 4, 1, 3
2015/6/5, 21, 20, 16, 9, 2, 4
2015/6/6, 36, 15, 17, 4, 1, 4
2015/6/7, 23, 19, 17, 3, 1, 
2015/6/8, 29, 19, 17, 2, 1, 3
2015/6/9, 23, 20, 20, 2, 1, 3
2015/6/10, 22, 21, 16, 3, 1, 
2015/6/11, 29, 18, 15, 4, 1, 3
2015/6/12, 27, 12, 13, 3, 1, 
2015/6/13, 29, 11, 15, 3, 1, 
2015/6/14, 21, 9, 18, 3, 2, 3
2015/6/15, 18, 8, 16, 3, 1, 
2015/6/16, 21, 9, 18, 2, 1, 
2015/6/17, 19, 12, 19, 3, 1, 4
2015/6/18, 12, 13, 16, 3, 1, 4
2015/6/19, 12, 9, 23, 4, 2, 3
2015/6/20, 9, 8, 17, 6, 2, 
2015/6/21, 12, 8, 18, 6, 1, 4
2015/6/22, 9, 19, 21, 7, 3, 4
2015/6/23, 36, 21, 20, 6, 2, 4
2015/6/24, 32, 32, 18, 4, 2, 4
2015/6/25, 33, 26, 20, 3, 1, 4
2015/6/26, 18, 29, 19, 2, 1, 4
2015/6/27, 31, 24, 19, 2, 1, 3
2015/6/28, 31, 25, 21, 3, 1, 4
2015/6/29, 37, 27, 25, 2, 1, 3
2015/6/30, 38, 29, 27, 2, 1, 4
2015/1/1, 144, 76, 45, 25, 6, 10
2015/1/2, 144, 54, 37, 17, 5, 9
2015/1/3, 92, 55, 35, 25, 6, 9
2015/1/4, 106, 48, 27, 15, 2, 5
2015/1/5, 91, 52, 18, 25, 7, 5
2015/1/6, 105, 71, 11, 28, 7, 9
2015/1/7, 144, 65, 44, 24, 7, 9
2015/1/8, 133, 67, 38, 29, 8, 9
2015/1/9, 143, 77, 44, 36, 8, 8
2015/1/10, 155, 78, 27, 31, 10, 8
2015/1/11, 163, 46, 15, 23, 4, 7
2015/1/12, 104, 26, 13, 19, 2, 7
2015/1/13, 52, 32, 34, 20, 4, 7
2015/1/14, 71, 52, 32, 25, 5, 7
2015/1/15, 111, 76, 41, 41, 13, 9
2015/1/16, 154, 62, 41, 23, 6, 8
2015/1/17, 133, 75, 51, 23, 6, 9
2015/1/18, 159, 72, 51, 20, 8, 8
2015/1/19, 153, 65, 40, 17, 5, 7
2015/1/20, 125, 100, 68, 34, 15, 11
2015/1/21, 167, 72, 17, 33, 9, 9
2015/1/22, 126, 64, 22, 24, 7, 8
2015/1/23, 120, 61, 17, 20, 3, 9
2015/1/24, 132, 61, 17, 23, 4, 8
2015/1/25, 130, 54, 16, 19, 4, 8
2015/1/26, 124, 49, 22, 18, 3, 8
2015/1/27, 113, 36, 21, 11, 2, 8
2015/1/28, 77, 39, 19, 11, 2, 9
2015/1/29, 77, 58, 22, 24, 5, 11
2015/1/30, 115, 64, 14, 25, 6, 11
2015/1/31, 125, 67, 24, 23, 4, 11
2015/2/1, 144, 63, 32, 24, 5, 11
2015/2/2, 135, 51, 21, 22, 4, 9
2015/2/3, 105, 72, 14, 28, 6, 14
2015/2/4, 142, 55, 25, 17, 5, 10
2015/2/5, 114, 77, 21, 23, 7, 9
2015/2/6, 160, 87, 25, 34, 8, 9
2015/2/7, 170, 77, 55, 21, 8, 8
2015/2/8, 157, 73, 50, 19, 6, 7
2015/2/9, 155, 61, 52, 13, 4, 6
2015/2/10, 127, 79, 41, 27, 8, 8
2015/2/11, 157, 91, 71, 23, 8, 9
2015/2/12, 176, 66, 56, 26, 6, 7
2015/2/13, 118, 61, 49, 17, 4, 6
2015/2/14, 100, 84, 43, 22, 3, 8
2015/2/15, 150, 84, 31, 25, 3, 9
2015/2/16, 164, 67, 38, 20, 3, 9
2015/2/17, 150, 64, 42, 12, 2, 9
2015/2/18, 145, 65, 48, 8, 2, 8
2015/2/19, 128, 49, 39, 8, 1, 6
2015/2/20, 90, 46, 34, 9, 2, 6
2015/2/21, 84, 29, 22, 16, 3, 7
2015/2/22, 63, 21, 22, 10, 1, 8
2015/2/23, 57, 30, 23, 9, 1, 9
2015/2/24, 49, 30, 18, 12, 1, 8
2015/2/25, 55, 27, 18, 12, 2, 8
2015/2/26, 48, 30, 29, 10, 2, 7
2015/2/27, 41, 28, 30, 8, 1, 8
2015/2/28, 53, 31, 18, 14, 2, 9
2015/3/1, 57, 42, 34, 14, 3, 9
2015/3/2, 70, 51, 31, 15, 2, 8
2015/3/3, 103, 26, 18, 15, 1, 7
2015/3/4, 54, 25, 26, 10, 1, 5
2015/3/5, 45, 40, 11, 19, 2, 7
2015/3/6, 89, 57, 5, 19, 2, 7
2015/3/7, 113, 35, 28, 15, 2, 4
2015/3/8, 79, 47, 34, 22, 4, 6
2015/3/9, 108, 49, 44, 12, 3, 4
2015/3/10, 80, 60, 31, 17, 2, 6
2015/3/11, 126, 32, 12, 16, 1, 7
2015/3/12, 68, 33, 27, 18, 2, 6
2015/3/13, 68, 48, 34, 15, 2, 6
2015/3/14, 96, 44, 31, 15, 2, 5
2015/3/15, 88, 31, 18, 17, 4, 5
2015/3/16, 61, 31, 9, 18, 10, 5
2015/3/17, 64, 35, 7, 21, 13, 5
2015/3/18, 69, 33, 13, 15, 9, 5
2015/3/19, 73, 31, 16, 13, 7, 5
2015/3/20, 64, 47, 29, 15, 8, 6
2015/3/21, 114, 45, 46, 11, 3, 7
2015/3/22, 95, 64, 52, 16, 4, 6
2015/3/23, 113, 58, 47, 12, 3, 7
2015/3/24, 112, 56, 37, 18, 3, 6
2015/3/25, 101, 60, 29, 20, 3, 7
2015/3/26, 125, 50, 33, 21, 2, 8
2015/3/27, 112, 49, 44, 21, 3, 8
2015/3/28, 101, 45, 46, 14, 3, 7
2015/3/29, 101, 47, 37, 12, 3, 6
2015/3/30, 108, 34, 21, 17, 3, 6
2015/3/31, 76, 35, 14, 12, 8, 6
2014/10/1, 69, 43, 50, 11, 2, 6
2014/10/2, 104, 43, 44, 9, 1, 7
2014/10/3, 97, 41, 42, 9, 1, 7
2014/10/4, 95, 63, 73, 13, 3, 8
2014/10/5, 128, 65, 71, 14, 4, 7
2014/10/6, 116, 72, 80, 15, 4, 8
2014/10/7, 140, 75, 88, 17, 4, 9
2014/10/8, 148, 73, 81, 23, 7, 10
2014/10/9, 145, 71, 76, 26, 6, 9
2014/10/10, 133, 72, 90, 24, 6, 10
2014/10/11, 145, 71, 67, 22, 6, 10
2014/10/12, 144, 67, 75, 17, 5, 7
2014/10/13, 134, 90, 96, 19, 6, 7
2014/10/14, 161, 90, 82, 21, 7, 7
2014/10/15, 171, 74, 68, 14, 3, 7
2014/10/16, 158, 66, 81, 12, 3, 6
2014/10/17, 144, 58, 60, 12, 3, 6
2014/10/18, 120, 56, 50, 10, 2, 6
2014/10/19, 103, 57, 43, 10, 2, 6
2014/10/20, 109, 57, 41, 20, 4, 7
2014/10/21, 116, 69, 64, 22, 5, 9
2014/10/22, 133, 62, 38, 23, 3, 10
2014/10/23, 132, 61, 44, 14, 3, 9
2014/10/24, 124, 58, 42, 13, 2, 8
2014/10/25, 107, 59, 41, 20, 4, 9
2014/10/26, 113, 66, 54, 17, 3, 10
2014/10/27, 129, 62, 55, 10, 2, 9
2014/10/28, 116, 54, 41, 10, 2, 9
2014/10/29, 83, 55, 40, 9, 2, 7
2014/10/30, 94, 53, 38, 12, 2, 5
2014/10/31, 96, 55, 34, 13, 3, 5
2014/11/1, 94, 58, 38, 16, 3, 6
2014/11/2, 98, 69, 28, 21, 7, 8
2014/11/3, 145, 71, 40, 22, 4, 9
2014/11/4, 142, 57, 44, 11, 3, 6
2014/11/5, 105, 66, 42, 23, 4, 9
2014/11/6, 121, 57, 26, 25, 1, 9
2014/11/7, 128, 40, 10, 27, 1, 11
2014/11/8, 83, 49, 23, 26, 2, 11
2014/11/9, 105, 71, 12, 35, 5, 13
2014/11/10, 149, 77, 19, 35, 5, 12
2014/11/11, 148, 59, 11, 27, 4, 13
2014/11/12, 116, 62, 18, 21, 4, 12
2014/11/13, 134, 70, 44, 21, 5, 12
2014/11/14, 143, 60, 35, 23, 3, 11
2014/11/15, 121, 70, 56, 27, 4, 11
2014/11/16, 138, 69, 51, 19, 4, 10
2014/11/17, 151, 69, 47, 21, 5, 7
2014/11/18, 157, 77, 49, 26, 7, 7
2014/11/19, 163, 65, 39, 28, 4, 6
2014/11/20, 128, 45, 37, 18, 3, 5
2014/11/21, 94, 50, 40, 24, 3, 5
2014/11/22, 106, 36, 37, 12, 2, 5
2014/11/23, 66, 42, 33, 21, 4, 5
2014/11/24, 79, 51, 26, 24, 5, 6
2014/11/25, 93, 72, 43, 23, 4, 9
2014/11/26, 145, 51, 35, 15, 3, 8
2014/11/27, 105, 40, 33, 13, 3, 7
2014/11/28, 79, 39, 28, 12, 2, 7
2014/11/29, 65, 38, 16, 14, 2, 8
2014/11/30, 64, 39, 13, 16, 3, 12
2014/12/1, 63, 61, 17, 20, 3, 11
2014/12/2, 137, 62, 8, 27, 3, 12
2014/12/3, 137, 29, 17, 16, 2, 11
2014/12/4, 58, 47, 23, 23, 5, 10
2014/12/5, 98, 55, 30, 26, 5, 9
2014/12/6, 103, 55, 32, 20, 5, 9
2014/12/7, 116, 56, 31, 23, 4, 11
2014/12/8, 127, 66, 42, 25, 7, 11
2014/12/9, 139, 78, 32, 35, 7, 9
2014/12/10, 154, 76, 28, 25, 10, 9
2014/12/11, 161, 68, 26, 20, 10, 6
2014/12/12, 137, 81, 36, 23, 11, 6
2014/12/13, 139, 79, 45, 26, 9, 6
2014/12/14, 146, 94, 26, 45, 8, 8
2014/12/15, 162, 82, 39, 23, 11, 7
2014/12/16, 137, 68, 34, 17, 10, 6
2014/12/17, 110, 64, 25, 25, 9, 6
2014/12/18, 118, 58, 20, 26, 3, 6
2014/12/19, 136, 62, 36, 25, 8, 
2014/12/20, 140, 64, 40, 26, 7, 7
2014/12/21, 137, 66, 38, 24, 10, 7
2014/12/22, 142, 72, 26, 31, 8, 8
2014/12/23, 155, 73, 23, 38, 7, 9
2014/12/24, 157, 67, 22, 40, 7, 10
2014/12/25, 131, 50, 17, 27, 3, 9
2014/12/26, 113, 55, 9, 24, 2, 10
2014/12/27, 138, 46, 21, 21, 3, 13
2014/12/28, 103, , , , , 
2014/7/1, 5, 14, 16, 2, , 6
2014/7/2, 13, 13, 15, 2, , 6
2014/7/3, 13, , 13, 2, , 5
2014/7/4, 11, , 15, 3, , 3
2014/7/9, 78, 6, 17, 6, , 4
2014/7/10, 21, 5, 14, 4, , 4
2014/7/11, 16, 12, 11, 5, , 4
2014/7/12, 14, 11, 14, 1, , 3
2014/7/13, 17, 9, 13, 1, , 3
2014/7/14, 13, 8, 12, 2, , 3
2014/7/15, 17, 10, 20, 3, 1, 4
2014/7/16, 27, 15, 12, 8, 1, 4
2014/7/17, 37, 16, 16, 2, , 
2014/7/18, 12, 24, 15, 3, , 3
2014/7/19, 33, 19, 15, 2, , 
2014/7/20, 39, 28, 30, 9, 2, 5
2014/7/21, 53, 39, 44, 7, 2, 5
2014/7/22, 85, 41, 42, 5, 1, 5
2014/7/23, 90, 32, 25, 3, , 4
2014/7/24, 60, 21, 21, 3, , 4
2014/7/25, 22, 15, 17, 5, 1, 4
2014/7/26, 12, 16, 15, 3, , 4
2014/7/27, 13, 14, 13, 4, 1, 3
2014/7/28, 20, 24, 24, 6, 1, 4
2014/7/29, 33, 35, 31, 7, 2, 4
2014/7/30, 67, 33, 26, 6, 2, 5
2014/7/31, 51, 35, 39, 4, 1, 5
2014/8/1, 57, 28, 32, 7, 1, 5
2014/8/2, 50, 23, 31, 6, 1, 5
2014/8/3, 51, 21, 22, 6, , 4
2014/8/4, 35, 19, 20, 5, , 4
2014/8/5, 32, 14, 17, 6, , 5
2014/8/6, 16, 18, 17, 5, , 5
2014/8/7, 17, 18, 20, 4, , 5
2014/8/8, 18, 15, 19, 2, , 4
2014/8/9, 9, 17, 20, 2, , 6
2014/8/10, 22, 22, 18, 2, , 4
2014/8/11, 28, 27, 19, 2, , 4
2014/8/12, 28, 21, 18, 5, , 5
2014/8/13, 12, 20, 15, 4, , 5
2014/8/14, 9, 20, 19, 4, , 5
2014/8/15, 16, 32, 23, 4, , 6
2014/8/16, 36, 27, 19, 4, 1, 5
2014/8/17, 24, 24, 16, 2, , 4
2014/8/18, 16, 31, 16, 3, , 4
2014/8/19, 16, 16, 15, 6, , 4
2014/8/20, 15, 16, 12, 6, 1, 4
2014/8/21, 10, 16, 13, 5, 1, 3
2014/8/22, 10, 13, 13, 4, , 2
2014/8/23, 9, 17, 19, , 2, 
2014/8/24, 41, 13, 15, 5, 1, 2
2014/8/25, 25, 14, 15, 5, 2, 2
2014/8/26, 17, 18, 14, 7, 1, 1
2014/8/27, 19, 20, 11, 3, , 1
2014/8/28, 10, 21, 16, 5, 1, 1
2014/8/29, 19, 27, 24, 8, 2, 1
2014/8/30, 54, 16, 12, 4, 1, 1
2014/8/31, 14, 16, 11, 4, , 1
2014/9/1, 14, 18, 13, 5, 2, 1
2014/9/2, 22, 20, 23, 5, 1, 1
2014/9/3, 24, 49, 88, 13, 3, 2
2014/9/4, 90, 39, 34, 6, 1, 2
2014/9/5, 70, 53, 62, 12, 2, 3
2014/9/6, 113, 33, 27, 6, 2, 2
2014/9/7, 50, 23, 19, 4, , 2
2014/9/8, 27, 19, 21, 2, , 2
2014/9/9, 20, 14, 17, 4, 2, 2
2014/9/10, 17, 8, 18, 5, 1, 3
2014/9/11, 13, 3, 12, 9, 1, 3
2014/9/12, 9, 5, 13, 5, 1, 3
2014/9/13, 8, 9, 23, 6, 2, 3
2014/9/14, 25, 33, 35, 14, 2, 5
2014/9/15, 63, 24, 19, 3, , 4
2014/9/16, 17, 28, 18, 2, , 4
2014/9/17, 30, 33, 18, 3, , 5
2014/9/18, 52, 57, 63, 9, 2, 6
2014/9/19, 106, 49, 49, 9, 4, 8
2014/9/20, 94, 44, 48, 12, 4, 8
2014/9/21, 86, 55, 63, 15, 5, 8
2014/9/22, 114, 61, 70, 14, 3, 9
2014/9/23, 138, 72, 119, 16, 5, 10
2014/9/24, 148, 63, 87, 11, 4, 10
2014/9/25, 136, 36, 44, 10, 3, 8
2014/9/26, 85, 18, 25, 8, 2, 8
2014/9/27, 45, 18, 27, 8, 2, 8
2014/9/28, 47, 26, 33, 8, 2, 7
2014/9/29, 51, 43, 57, 11, 3, 5
2014/9/30, 81, 35, 43, 10, 1, 5
2014/6/26, 34, 20, 13, 6, , 8
2014/6/27, 30, 13, 12, 3, , 6
2014/6/28, 15, 9, 10, 4, , 6
2014/6/29, 9, 12, 15, 3, , 7
2014/6/30, 19, 10, 15, 3, , 6
2021/2/28, , 21, 23, 9, 1, 6
2020/3/31, , 28, 6, 15, 1, 7
2020/5/24, , 11, 27, 9, , 4
2018/12/31, , 20, 12, 9, 3, 5
2018/1/5, , 2, , 24, , 6
2017/1/1, , 58, 30, 30, 5, 5
2017/2/1, , 43, 29, 12, 1, 5
2016/1/2, , 50, 2, 27, 1, 8
2014/12/31, , 69, 44, 33, 8, 10
2014/7/8, , 25, 49, 17, 2, 6
2014/6/25, , 22, 13, 5, , 8
2020/1/3, , , 48, 17, , 1
2014/7/5, , , 19, 3, , 3
2014/7/6, , , 13, 4, , 3
2014/7/7, , , 44, 20, , 7
